TransactionDate,Location,ItemName,Cost,SaleQty,SaleBonusQty,SaleTotalQty,MRP,SaleAmount,PerInvoiceAverageAmount
23-Jul-23,Turag,Clean 100ml,250,10,0,10,940,9400,45183.82
19-Jul-23,Turag,Clean 100ml,250,23,1,24,940,21620,28202.44
16-Jul-23,Turag,Clean 100ml,250,32,1,33,940,30080,31111.74
10-Jul-23,Turag,Clean 100ml,250,23,1,24,940,21620,31111.74
26-Jun-23,Turag,Clean 100ml,250,12,0,12,940,11280,19017.96
26-Jun-23,Turag,Clean 100ml,250,5,0,5,940,4700,19017.96
25-Jun-23,Turag,Clean 100ml,250,28,0,28,940,26320,19017.96
22-Jun-23,Turag,Clean 100ml,250,6,0,6,940,5640,26040.99
4-Jun-23,Turag,Clean 100ml,250,100,0,100,940,94000,59353.19
4-Jun-23,Turag,Clean 100ml,250,0,10,10,940,0,59353.19
8-May-23,Turag,Clean 100ml,250,45,5,50,940,42300,58121.87
8-May-23,Turag,Clean 100ml,250,15,0,15,940,14100,58121.87
18-Apr-23,Turag,Clean 100ml,250,10,0,10,940,9400,28202.44
15-Apr-23,Turag,Clean 100ml,250,1,0,1,940,940,31111.74
10-Apr-23,Turag,Clean 100ml,250,3,0,3,940,2820,31111.74
10-Apr-23,Turag,Clean 100ml,250,23,0,23,940,21620,31111.74
6-Apr-23,Turag,Clean 100ml,250,100,8,108,940,94000,96198.85
28-Mar-23,Turag,Clean 100ml,250,5,0,5,940,4700,27763.55
13-Mar-23,Turag,Clean 100ml,250,65,4,69,940,61100,59353.19
7-Mar-23,Turag,Clean 100ml,250,100,9,109,940,94000,80391.06
7-Mar-23,Turag,Clean 100ml,250,6,0,6,940,5640,89994.84
7-Mar-23,Turag,Clean 100ml,250,10,0,10,940,9400,89994.84
7-Mar-23,Turag,Clean 100ml,250,47,0,47,940,44180,89994.84
7-Mar-23,Turag,Clean 100ml,250,37,0,37,940,34780,89994.84
6-Mar-23,Turag,Clean 100ml,250,50,3,53,940,47000,59353.19
27-Feb-23,Turag,Clean 100ml,250,150,0,150,940,141000,89994.84
23-Feb-23,Turag,Clean 100ml,250,78,6,84,940,73320,78352.4
23-Feb-23,Turag,Clean 100ml,250,43,2,45,940,40420,78352.4
23-Feb-23,Turag,Clean 100ml,250,11,0,11,940,10340,89994.84
7-Feb-23,Turag,Clean 100ml,250,65,5,70,940,61100,58121.87
5-Feb-23,Turag,Clean 100ml,250,2,0,2,940,1880,6675.05
5-Feb-23,Turag,Clean 100ml,250,59,0,59,940,55460,47965.05
5-Feb-23,Turag,Clean 100ml,250,1,3,4,940,940,47965.05
2-Feb-23,Turag,Clean 100ml,250,60,5,65,940,56400,30232.75
2-Feb-23,Turag,Clean 100ml,250,6,0,6,940,5640,26040.99
31-Jan-23,Turag,Clean 100ml,250,60,5,65,940,56400,96198.85
25-Jan-23,Turag,Clean 100ml,250,20,1,21,940,18800,16674.7
21-Jan-23,Turag,Clean 100ml,250,20,1,21,940,18800,28202.44
19-Jan-23,Turag,Clean 100ml,250,30,2,32,940,28200,30232.75
16-Jan-23,Turag,Clean 100ml,250,60,4,64,940,56400,59353.19
8-Jan-23,Turag,Clean 100ml,250,60,5,65,940,56400,96198.85
8-Jan-23,Turag,Clean 100ml,250,10,0,10,940,9400,28202.44
4-Jan-23,Turag,Clean 100ml,250,50,3,53,940,47000,47965.05
2-Jan-23,Turag,Clean 100ml,250,14,0,14,940,13160,11712.4
22-Dec-22,Turag,Clean 100ml,250,20,1,21,940,18800,30232.75
20-Dec-22,Turag,Clean 100ml,250,60,4,64,940,56400,80391.06
20-Dec-22,Turag,Clean 100ml,250,60,4,64,940,56400,62324.55
13-Dec-22,Turag,Clean 100ml,250,17,0,17,940,15980,24706.48
13-Dec-22,Turag,Clean 100ml,250,8,1,9,940,7520,24706.48
13-Dec-22,Turag,Clean 100ml,250,50,3,53,940,47000,58121.87
1-Oct-22,Turag,Clean 100ml,250,18,0,18,940,16920,31111.74
1-Oct-22,Turag,Clean 100ml,250,2,0,2,940,1880,31111.74
22-Sep-22,Turag,Clean 100ml,250,6,0,6,940,5640,4032.48
21-Sep-22,Turag,Clean 100ml,250,60,5,65,940,56400,80391.06
17-Sep-22,Turag,Clean 100ml,250,39,1,40,940,36660,23633.44
11-Sep-22,Turag,Clean 100ml,250,30,0,30,940,28200,31111.74
7-Sep-22,Turag,Clean 100ml,250,24,0,24,940,22560,18724.8
1-Sep-22,Turag,Clean 100ml,250,14,0,14,940,13160,16674.7
21-Aug-22,Turag,Clean 100ml,250,45,0,45,940,42300,80391.06
21-Aug-22,Turag,Clean 100ml,250,7,0,7,940,6580,80391.06
21-Aug-22,Turag,Clean 100ml,250,8,5,13,940,7520,80391.06
21-Aug-22,Turag,Clean 100ml,250,100,12,112,940,94000,62324.55
8-Aug-22,Turag,Clean 100ml,250,92,6,98,940,86480,93849.58
5-Aug-22,Turag,Clean 100ml,250,18,0,18,940,16920,23633.44
1-Aug-22,Turag,Clean 100ml,250,29,1,30,940,27260,23633.44
1-Aug-22,Turag,Clean 100ml,250,60,4,64,940,56400,23633.44
31-Jul-22,Turag,Clean 100ml,250,60,5,65,940,56400,80391.06
31-Jul-22,Turag,Clean 100ml,250,100,11,111,940,94000,62324.55
31-Jul-22,Turag,Clean 100ml,250,8,0,8,940,7520,41572.69
27-Jul-22,Turag,Clean 100ml,250,8,0,8,940,7520,24706.48
26-Jul-22,Turag,Clean 100ml,250,68,0,68,940,63920,89994.84
26-Jul-22,Turag,Clean 100ml,250,42,3,45,940,39480,22755.07
17-Jun-22,Turag,Clean 100ml,1,15,0,15,940,14100,23633.44
17-Jun-22,Turag,Clean 100ml,250,8,0,8,940,7520,23633.44
4-Jun-22,Turag,Clean 100ml,250,27,0,27,940,25380,78352.4
30-May-22,Turag,Clean 100ml,1,3,0,3,940,2820,4032.48
23-May-22,Turag,Clean 100ml,250,20,0,20,940,18800,28202.44
23-May-22,Turag,Clean 100ml,1,8,0,8,940,7520,16674.7
15-May-22,Turag,Clean 100ml,250,5,0,5,940,4700,26040.99
27-Apr-22,Turag,Clean 100ml,1,26,0,26,940,24440,89994.84
25-Apr-22,Turag,Clean 100ml,1,70,0,70,940,65800,89994.84
25-Apr-22,Turag,Clean 100ml,1,3,0,3,940,2820,4032.48
24-Nov-22,Turag,Clean 100ml,1,0,0,0,940,0,96198.85
23-Apr-22,Turag,Clean 100ml,250,60,5,65,940,56400,96198.85
24-Nov-22,Turag,Clean 100ml,1,0,0,0,940,0,28202.44
23-Apr-22,Turag,Clean 100ml,250,20,1,21,940,18800,28202.44
22-Apr-22,Turag,Clean 100ml,1,28,0,28,940,26320,78352.4
22-Apr-22,Turag,Clean 100ml,1,60,5,65,940,56400,80391.06
